Sector,Sub-Industry,Production process,Impact driver,Rating
Real Estate,Diversified REITs,Real estate investment,Non-GHG air pollutants,ND
Real Estate,Diversified REITs,Real estate investment,Other resource use,ND
Real Estate,Diversified REITs,Real estate investment,Soil pollutants,ND
Real Estate,Diversified REITs,Real estate investment,Solid waste,M
Real Estate,Diversified REITs,Real estate investment,Terrestrial ecosystem use,ND
Real Estate,Diversified REITs,Real estate investment,Water pollutants,ND
Real Estate,Diversified REITs,Real estate investment,Water use,ND
Real Estate,Diversified REITs,Real estate investment,Biological interferences/alterations,ND
Real Estate,Health Care REITs,Real estate investment,Disturbances,ND
Real Estate,Health Care REITs,Real estate investment,Freshwater ecosystem use,ND
Real Estate,Health Care REITs,Real estate investment,GHG emissions,ND
Real Estate,Health Care REITs,Real estate investment,Marine ecosystem use,ND
Real Estate,Health Care REITs,Real estate investment,Non-GHG air pollutants,ND
Real Estate,Health Care REITs,Real estate investment,Other resource use,ND
Real Estate,Health Care REITs,Real estate investment,Soil pollutants,ND
Real Estate,Health Care REITs,Real estate investment,Solid waste,M
Real Estate,Health Care REITs,Real estate investment,Terrestrial ecosystem use,ND
Real Estate,Health Care REITs,Real estate investment,Water pollutants,ND
Real Estate,Health Care REITs,Real estate investment,Water use,ND
Real Estate,Health Care REITs,Real estate investment,Biological interferences/alterations,ND
Real Estate,Hotel & Resort REITs,Real estate investment,Disturbances,ND
Real Estate,Hotel & Resort REITs,Real estate investment,Freshwater ecosystem use,ND
Real Estate,Hotel & Resort REITs,Real estate investment,GHG emissions,ND
Real Estate,Hotel & Resort REITs,Real estate investment,Marine ecosystem use,ND
Real Estate,Hotel & Resort REITs,Real estate investment,Non-GHG air pollutants,ND
Real Estate,Hotel & Resort REITs,Real estate investment,Other resource use,ND
Real Estate,Hotel & Resort REITs,Real estate investment,Soil pollutants,ND
Real Estate,Hotel & Resort REITs,Real estate investment,Solid waste,M
Real Estate,Hotel & Resort REITs,Real estate investment,Terrestrial ecosystem use,ND
Real Estate,Hotel & Resort REITs,Real estate investment,Water pollutants,ND
Real Estate,Hotel & Resort REITs,Real estate investment,Water use,ND
Real Estate,Hotel & Resort REITs,Real estate investment,Biological interferences/alterations,ND
Real Estate,Industrial REITs,Real estate investment,Disturbances,ND
Real Estate,Industrial REITs,Real estate investment,Freshwater ecosystem use,ND
Real Estate,Industrial REITs,Real estate investment,GHG emissions,ND
Real Estate,Industrial REITs,Real estate investment,Marine ecosystem use,ND
Real Estate,Industrial REITs,Real estate investment,Non-GHG air pollutants,ND
Real Estate,Industrial REITs,Real estate investment,Other resource use,ND
Real Estate,Industrial REITs,Real estate investment,Soil pollutants,ND
Real Estate,Industrial REITs,Real estate investment,Solid waste,M
Real Estate,Industrial REITs,Real estate investment,Terrestrial ecosystem use,ND
Real Estate,Industrial REITs,Real estate investment,Water pollutants,ND
Real Estate,Industrial REITs,Real estate investment,Water use,ND
Real Estate,Industrial REITs,Real estate investment,Biological interferences/alterations,ND
Financials,Mortgage REITs,Real estate investment,Disturbances,ND
Financials,Mortgage REITs,Real estate investment,Freshwater ecosystem use,ND
Financials,Mortgage REITs,Real estate investment,GHG emissions,ND
Financials,Mortgage REITs,Real estate investment,Marine ecosystem use,ND
Financials,Mortgage REITs,Real estate investment,Non-GHG air pollutants,ND
Financials,Mortgage REITs,Real estate investment,Other resource use,ND
Financials,Mortgage REITs,Real estate investment,Soil pollutants,ND
Financials,Mortgage REITs,Real estate investment,Solid waste,M
Financials,Mortgage REITs,Real estate investment,Terrestrial ecosystem use,ND
Financials,Mortgage REITs,Real estate investment,Water pollutants,ND
Financials,Mortgage REITs,Real estate investment,Water use,ND
Financials,Mortgage REITs,Real estate investment,Biological interferences/alterations,ND
Real Estate,Office REITs,Real estate investment,Disturbances,ND
Real Estate,Office REITs,Real estate investment,Freshwater ecosystem use,ND
Real Estate,Office REITs,Real estate investment,GHG emissions,ND
Real Estate,Office REITs,Real estate investment,Marine ecosystem use,ND
Real Estate,Office REITs,Real estate investment,Non-GHG air pollutants,ND
Real Estate,Office REITs,Real estate investment,Other resource use,ND
Real Estate,Office REITs,Real estate investment,Soil pollutants,ND
Real Estate,Office REITs,Real estate investment,Solid waste,M
Real Estate,Office REITs,Real estate investment,Terrestrial ecosystem use,ND
Real Estate,Office REITs,Real estate investment,Water pollutants,ND
Real Estate,Office REITs,Real estate investment,Water use,ND
Real Estate,Office REITs,Real estate investment,Biological interferences/alterations,ND
Real Estate,Residential REITs,Real estate investment,Disturbances,ND
Real Estate,Residential REITs,Real estate investment,Freshwater ecosystem use,ND
Real Estate,Residential REITs,Real estate investment,GHG emissions,ND
Real Estate,Residential REITs,Real estate investment,Marine ecosystem use,ND
Real Estate,Residential REITs,Real estate investment,Non-GHG air pollutants,ND
Real Estate,Residential REITs,Real estate investment,Other resource use,ND
Real Estate,Residential REITs,Real estate investment,Soil pollutants,ND
Real Estate,Residential REITs,Real estate investment,Solid waste,M
Real Estate,Residential REITs,Real estate investment,Terrestrial ecosystem use,ND
Real Estate,Residential REITs,Real estate investment,Water pollutants,ND
Real Estate,Residential REITs,Real estate investment,Water use,ND
Real Estate,Residential REITs,Real estate investment,Biological interferences/alterations,ND
Real Estate,Retail REITs,Real estate investment,Disturbances,ND
Real Estate,Retail REITs,Real estate investment,Freshwater ecosystem use,ND
Real Estate,Retail REITs,Real estate investment,GHG emissions,ND
Real Estate,Retail REITs,Real estate investment,Marine ecosystem use,ND
Real Estate,Retail REITs,Real estate investment,Non-GHG air pollutants,ND
Real Estate,Retail REITs,Real estate investment,Other resource use,ND
Real Estate,Retail REITs,Real estate investment,Soil pollutants,ND
Real Estate,Retail REITs,Real estate investment,Solid waste,M
Real Estate,Retail REITs,Real estate investment,Terrestrial ecosystem use,ND
Real Estate,Retail REITs,Real estate investment,Water pollutants,ND
Real Estate,Retail REITs,Real estate investment,Water use,ND
Real Estate,Retail REITs,Real estate investment,Biological interferences/alterations,ND
Real Estate,Specialized REITs,Real estate investment,Disturbances,ND
Real Estate,Specialized REITs,Real estate investment,Freshwater ecosystem use,ND
Real Estate,Specialized REITs,Real estate investment,GHG emissions,ND
Real Estate,Specialized REITs,Real estate investment,Marine ecosystem use,ND
Real Estate,Specialized REITs,Real estate investment,Non-GHG air pollutants,ND
Real Estate,Specialized REITs,Real estate investment,Other resource use,ND
Real Estate,Specialized REITs,Real estate investment,Soil pollutants,ND
Real Estate,Specialized REITs,Real estate investment,Solid waste,M
Real Estate,Specialized REITs,Real estate investment,Terrestrial ecosystem use,ND
Real Estate,Specialized REITs,Real estate investment,Water pollutants,ND
Real Estate,Specialized REITs,Real estate investment,Water use,ND
Real Estate,Specialized REITs,Real estate investment,Biological interferences/alterations,ND
Health Care,Health Care Equipment,Health care equipment production,Disturbances,ND
Health Care,Health Care Equipment,Health care equipment production,Freshwater ecosystem use,ND
Health Care,Health Care Equipment,Health care equipment production,GHG emissions,VH
Health Care,Health Care Equipment,Health care equipment production,Marine ecosystem use,ND
Health Care,Health Care Equipment,Health care equipment production,Non-GHG air pollutants,M
Health Care,Health Care Equipment,Health care equipment production,Other resource use,ND
Health Care,Health Care Equipment,Health care equipment production,Soil pollutants,ND
Health Care,Health Care Equipment,Health care equipment production,Solid waste,H
Health Care,Health Care Equipment,Health care equipment production,Terrestrial ecosystem use,ND
Health Care,Health Care Equipment,Health care equipment production,Water pollutants,M
Health Care,Health Care Equipment,Health care equipment production,Water use,ND
Health Care,Health Care Equipment,Health care equipment production,Biological interferences/alterations,ND
Health Care,Health Care Supplies,Health care equipment production,Disturbances,ND
Health Care,Health Care Supplies,Health care equipment production,Freshwater ecosystem use,ND
Health Care,Health Care Supplies,Health care equipment production,GHG emissions,VH
Health Care,Health Care Supplies,Health care equipment production,Marine ecosystem use,ND
Health Care,Health Care Supplies,Health care equipment production,Non-GHG air pollutants,M
Health Care,Health Care Supplies,Health care equipment production,Other resource use,ND
Health Care,Health Care Supplies,Health care equipment production,Soil pollutants,ND
Health Care,Health Care Supplies,Health care equipment production,Solid waste,H
Health Care,Health Care Supplies,Health care equipment production,Terrestrial ecosystem use,ND
Health Care,Health Care Supplies,Health care equipment production,Water pollutants,M
Health Care,Health Care Supplies,Health care equipment production,Water use,ND
Health Care,Health Care Supplies,Health care equipment production,Biological interferences/alterations,ND
Consumer Discretionary,Leisure Facilities,Leisure facility provision,Disturbances,ND
Consumer Discretionary,Leisure Facilities,Leisure facility provision,Freshwater ecosystem use,ND
Consumer Discretionary,Leisure Facilities,Leisure facility provision,GHG emissions,ND
Consumer Discretionary,Leisure Facilities,Leisure facility provision,Marine ecosystem use,ND
Consumer Discretionary,Leisure Facilities,Leisure facility provision,Non-GHG air pollutants,ND
Consumer Discretionary,Leisure Facilities,Leisure facility provision,Other resource use,ND
Consumer Discretionary,Leisure Facilities,Leisure facility provision,Soil pollutants,ND
Consumer Discretionary,Leisure Facilities,Leisure facility provision,Solid waste,M
Consumer Discretionary,Leisure Facilities,Leisure facility provision,Terrestrial ecosystem use,ND
Consumer Discretionary,Leisure Facilities,Leisure facility provision,Water pollutants,ND
Consumer Discretionary,Leisure Facilities,Leisure facility provision,Water use,ND
Consumer Discretionary,Leisure Facilities,Leisure facility provision,Biological interferences/alterations,ND
Information Technology,Semiconductors,Manufacture of semiconductor equipment,Disturbances,ND
Information Technology,Semiconductors,Manufacture of semiconductor equipment,Freshwater ecosystem use,ND
Information Technology,Semiconductors,Manufacture of semiconductor equipment,GHG emissions,H
Information Technology,Semiconductors,Manufacture of semiconductor equipment,Marine ecosystem use,ND
Information Technology,Semiconductors,Manufacture of semiconductor equipment,Non-GHG air pollutants,ND
